P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
2383,hot snow beige burlywood pale,"Manufacturer#1","Brand#15",PROMO ANODIZED STEEL,14,WRAP CAN,1285.38,cies are blithely al
2384,chocolate tan peach almond navajo,"Manufacturer#3","Brand#34",PROMO ANODIZED TIN,10,SM JAR,1286.38,yly final
2385,blush saddle yellow antique powder,"Manufacturer#3","Brand#34",STANDARD BRUSHED BRASS,23,WRAP BOX,1287.38,uriously. close re
2386,deep moccasin sandy frosted lace,"Manufacturer#5","Brand#55",PROMO ANODIZED BRASS,31,MED PACK,1288.38,ic deposits. furiously
2387,seashell thistle chiffon grey sienna,"Manufacturer#4","Brand#44",STANDARD BURNISHED COPPER,25,SM BOX,1289.38,he care
2388,linen cream lime royal powder,"Manufacturer#3","Brand#31",ECONOMY PLATED STEEL,47,WRAP CASE,1290.38,efully even theod
2389,dark violet coral almond slate,"Manufacturer#5","Brand#51",PROMO ANODIZED NICKEL,24,JUMBO PKG,1291.38,ironic forges play fu
2390,orchid blue lavender purple slate,"Manufacturer#4","Brand#42",MEDIUM PLATED NICKEL,50,WRAP BAG,1292.39,equests acro
2391,goldenrod lemon slate turquoise dim,"Manufacturer#3","Brand#35",ECONOMY BURNISHED COPPER,15,WRAP JAR,1293.39,", pending request"
2392,salmon frosted peru cornflower azure,"Manufacturer#2","Brand#22",LARGE ANODIZED COPPER,6,SM BOX,1294.39,pending theodolites s
2393,indian dark yellow smoke plum,"Manufacturer#4","Brand#45",SMALL ANODIZED BRASS,38,WRAP CASE,1295.39,al asymptote
2394,snow blanched tan peru violet,"Manufacturer#1","Brand#12",MEDIUM BRUSHED TIN,16,MED PACK,1296.39,e carefu
2395,gainsboro pale white mint sandy,"Manufacturer#1","Brand#14",LARGE ANODIZED BRASS,8,MED PACK,1297.39, final theodolites.
2396,cornsilk dark pale chiffon honeydew,"Manufacturer#3","Brand#31",MEDIUM PLATED STEEL,35,WRAP PKG,1298.39,ggle fluffily fu
2397,dodger cyan burnished cream powder,"Manufacturer#3","Brand#33",MEDIUM BURNISHED NICKEL,25,MED CASE,1299.39, bold ideas
2398,olive white ghost red lime,"Manufacturer#4","Brand#41",MEDIUM BRUSHED STEEL,8,MED DRUM,1300.39,y regular theo
2399,rose orange olive dark aquamarine,"Manufacturer#4","Brand#43",STANDARD BRUSHED NICKEL,1,SM DRUM,1301.39, beans. furiously f
2400,powder burlywood lace azure salmon,"Manufacturer#2","Brand#25",PROMO POLISHED NICKEL,47,SM PKG,1302.40,lly around the car
2401,brown cornflower dark black lavender,"Manufacturer#4","Brand#45",ECONOMY ANODIZED BRASS,39,WRAP BOX,1303.40,"blithely idle, sp"
2402,cornflower puff beige olive bisque,"Manufacturer#1","Brand#12",STANDARD PLATED TIN,9,WRAP BOX,1304.40,urts wake blithely
2403,orange goldenrod yellow tan black,"Manufacturer#2","Brand#25",STANDARD PLATED BRASS,22,JUMBO CASE,1305.40,telets haggle carefull
2404,hot coral chartreuse aquamarine blush,"Manufacturer#1","Brand#14",MEDIUM BURNISHED BRASS,42,WRAP BOX,1306.40,the furiously ev
2405,orchid firebrick drab rose beige,"Manufacturer#1","Brand#13",MEDIUM POLISHED TIN,39,WRAP PACK,1307.40, busy accounts are 
2406,light magenta powder dim violet,"Manufacturer#1","Brand#13",STANDARD BRUSHED BRASS,28,LG CAN,1308.40,s are. furious
2407,powder white chocolate purple spring,"Manufacturer#1","Brand#12",STANDARD POLISHED TIN,14,JUMBO JAR,1309.40,long the quickly sl
2408,orange slate hot navajo blanched,"Manufacturer#4","Brand#41",LARGE ANODIZED COPPER,46,WRAP DRUM,1310.40,y. boldly final inst
2409,beige honeydew snow antique cornflower,"Manufacturer#2","Brand#23",PROMO BRUSHED NICKEL,34,MED BOX,1311.40,ctions.
2410,maroon wheat red chiffon firebrick,"Manufacturer#2","Brand#21",ECONOMY PLATED BRASS,38,WRAP PKG,1312.41,y agai
2411,azure frosted thistle lemon brown,"Manufacturer#5","Brand#55",SMALL POLISHED BRASS,46,LG CAN,1313.41,riously
2412,rosy wheat cornsilk chocolate turquoise,"Manufacturer#2","Brand#21",LARGE ANODIZED STEEL,36,LG BAG,1314.41,beans along t
2413,dodger chartreuse gainsboro pink metallic,"Manufacturer#1","Brand#15",PROMO PLATED COPPER,36,SM DRUM,1315.41, ironi
2414,blush seashell cornflower violet orchid,"Manufacturer#3","Brand#33",PROMO ANODIZED BRASS,3,LG CASE,1316.41,e depende
2415,magenta powder spring slate snow,"Manufacturer#2","Brand#22",MEDIUM BURNISHED TIN,12,WRAP CAN,1317.41,ully un
2416,blush linen hot yellow ivory,"Manufacturer#2","Brand#24",MEDIUM BRUSHED STEEL,45,SM CASE,1318.41,blithely ex
2417,khaki plum tan powder cornflower,"Manufacturer#2","Brand#23",ECONOMY POLISHED TIN,16,WRAP CAN,1319.41,ly silent reque
2418,midnight lace smoke cream lavender,"Manufacturer#1","Brand#15",LARGE PLATED BRASS,1,JUMBO PKG,1320.41,otornis. slyly
2419,lace moccasin beige slate snow,"Manufacturer#3","Brand#34",LARGE PLATED BRASS,23,SM CAN,1321.41,cies among 
2420,pink blush red puff salmon,"Manufacturer#1","Brand#15",SMALL PLATED STEEL,17,LG PACK,1322.42,gular instructions. fu
2421,ghost midnight almond honeydew tomato,"Manufacturer#5","Brand#54",LARGE BRUSHED NICKEL,12,LG BOX,1323.42,fluffily ironic 
2422,drab grey lavender cornflower wheat,"Manufacturer#5","Brand#53",PROMO BURNISHED STEEL,15,SM PKG,1324.42,furiousl
2423,rose ghost misty orange cyan,"Manufacturer#5","Brand#51",ECONOMY ANODIZED TIN,42,LG JAR,1325.42,ven foxes
2424,pink blue peru cornflower snow,"Manufacturer#4","Brand#41",SMALL ANODIZED BRASS,24,SM PACK,1326.42,pendencies. car
2425,salmon burnished goldenrod sky rosy,"Manufacturer#2","Brand#23",STANDARD BRUSHED NICKEL,40,MED BOX,1327.42,ic ideas detect.
2426,sandy floral aquamarine navy goldenrod,"Manufacturer#2","Brand#22",ECONOMY PLATED TIN,22,SM DRUM,1328.42,arefully
2427,midnight bisque pale forest steel,"Manufacturer#4","Brand#45",MEDIUM ANODIZED BRASS,25,SM BAG,1329.42, foxes breach. qu
2428,grey olive plum salmon violet,"Manufacturer#1","Brand#14",SMALL ANODIZED TIN,44,LG JAR,1330.42,l requ
2429,khaki rosy metallic chiffon thistle,"Manufacturer#1","Brand#12",ECONOMY BRUSHED TIN,29,JUMBO CASE,1331.42,d foxes. blithely spe
2430,forest powder antique tomato saddle,"Manufacturer#4","Brand#43",PROMO POLISHED TIN,22,JUMBO CASE,1332.43,quests breach. spe
2431,red turquoise tomato powder cream,"Manufacturer#1","Brand#15",LARGE BRUSHED COPPER,32,LG PKG,1333.43,e. carefully
2432,midnight dim peach olive azure,"Manufacturer#1","Brand#11",LARGE BRUSHED TIN,14,LG BAG,1334.43,s. carefu
2433,papaya antique dodger ghost hot,"Manufacturer#1","Brand#13",MEDIUM BRUSHED COPPER,31,LG CAN,1335.43, blithely even instr
2434,wheat navajo lawn tomato brown,"Manufacturer#1","Brand#13",ECONOMY BRUSHED STEEL,10,LG BOX,1336.43,lent 
2435,pale drab khaki green tomato,"Manufacturer#1","Brand#13",SMALL POLISHED BRASS,33,JUMBO DRUM,1337.43,ld requests beli
2436,turquoise cyan royal moccasin misty,"Manufacturer#2","Brand#25",MEDIUM PLATED STEEL,9,MED PKG,1338.43,o beans u
2437,brown ghost pale almond saddle,"Manufacturer#5","Brand#51",PROMO ANODIZED STEEL,29,SM BAG,1339.43,nal ac
2438,floral coral firebrick goldenrod navy,"Manufacturer#5","Brand#52",SMALL ANODIZED BRASS,21,JUMBO PKG,1340.43,riously fin
2439,peru slate chartreuse powder maroon,"Manufacturer#2","Brand#23",ECONOMY ANODIZED STEEL,49,SM BAG,1341.43, alongside o
2440,azure linen navy snow dark,"Manufacturer#2","Brand#23",PROMO PLATED NICKEL,30,JUMBO CASE,1342.44,ular pinto beans 
2441,red salmon metallic cornflower plum,"Manufacturer#3","Brand#34",LARGE POLISHED NICKEL,32,LG PKG,1343.44,ackages are. s
2442,antique spring chartreuse indian sienna,"Manufacturer#2","Brand#24",PROMO ANODIZED BRASS,25,JUMBO CASE,1344.44,ular requests ha
2443,lavender blush brown forest lemon,"Manufacturer#4","Brand#45",SMALL ANODIZED TIN,36,MED JAR,1345.44,ly bold instructions! 
2444,burlywood floral drab chiffon wheat,"Manufacturer#4","Brand#42",PROMO BRUSHED STEEL,35,MED PKG,1346.44,r the fl
2445,drab khaki seashell red coral,"Manufacturer#1","Brand#12",ECONOMY BRUSHED COPPER,34,JUMBO BOX,1347.44,fluffily special pac
2446,sienna khaki magenta goldenrod misty,"Manufacturer#4","Brand#41",PROMO POLISHED COPPER,34,MED DRUM,1348.44,regular de
2447,khaki chartreuse peru tomato wheat,"Manufacturer#2","Brand#24",ECONOMY PLATED STEEL,20,WRAP BOX,1349.44,s theod
2448,cornsilk lace chiffon yellow light,"Manufacturer#1","Brand#14",SMALL POLISHED NICKEL,12,SM BAG,1350.44,t the pack
2449,lace peach royal cornflower salmon,"Manufacturer#5","Brand#53",STANDARD PLATED TIN,33,JUMBO PKG,1351.44,furiously even
2450,brown black yellow chiffon forest,"Manufacturer#2","Brand#23",ECONOMY POLISHED BRASS,20,WRAP PACK,1352.45,ular theo
2451,blue slate rose azure ghost,"Manufacturer#4","Brand#43",MEDIUM POLISHED BRASS,43,LG DRUM,1353.45, express accounts. bo
2452,yellow metallic almond medium plum,"Manufacturer#1","Brand#12",ECONOMY BURNISHED BRASS,41,LG PKG,1354.45,ng the blithe
2453,blush almond violet lawn misty,"Manufacturer#1","Brand#14",SMALL PLATED COPPER,30,WRAP JAR,1355.45,yly silent ideas bo
2454,peru black chiffon gainsboro magenta,"Manufacturer#5","Brand#55",STANDARD BURNISHED TIN,11,JUMBO JAR,1356.45,carefully along t
2455,dark tan dim hot lawn,"Manufacturer#4","Brand#45",STANDARD PLATED NICKEL,37,MED PKG,1357.45,ests ha
2456,cyan midnight ghost purple firebrick,"Manufacturer#1","Brand#15",MEDIUM POLISHED TIN,45,LG DRUM,1358.45,rays. instructions 
2457,red frosted lime grey green,"Manufacturer#3","Brand#31",STANDARD BRUSHED STEEL,23,JUMBO CASE,1359.45,equests sl
2458,ghost snow olive puff cornflower,"Manufacturer#5","Brand#55",STANDARD BURNISHED COPPER,16,WRAP CAN,1360.45,ously fluf
2459,lace tomato purple burlywood papaya,"Manufacturer#5","Brand#55",SMALL PLATED COPPER,36,LG CASE,1361.45,p fluffily pending ac
2460,metallic violet dark puff almond,"Manufacturer#5","Brand#54",LARGE ANODIZED BRASS,1,JUMBO JAR,1362.46,even packages dete
2461,goldenrod medium ghost papaya antique,"Manufacturer#2","Brand#24",PROMO POLISHED BRASS,33,LG PKG,1363.46,s. foxes maintain f
2462,goldenrod magenta wheat misty lavender,"Manufacturer#2","Brand#22",ECONOMY BURNISHED BRASS,47,JUMBO PACK,1364.46, boost pi
2463,puff grey burlywood hot ivory,"Manufacturer#3","Brand#33",ECONOMY ANODIZED COPPER,41,MED BOX,1365.46,lithely u
2464,midnight blanched khaki saddle violet,"Manufacturer#1","Brand#12",STANDARD POLISHED BRASS,2,JUMBO JAR,1366.46,osits. quickly fin
2465,blanched black beige dark red,"Manufacturer#5","Brand#55",PROMO PLATED NICKEL,3,LG PKG,1367.46,ing requests: blith
2466,powder navajo rose snow puff,"Manufacturer#1","Brand#13",ECONOMY ANODIZED TIN,35,SM PKG,1368.46,he care
2467,slate tomato turquoise pink rose,"Manufacturer#4","Brand#41",SMALL BURNISHED NICKEL,6,SM JAR,1369.46,ns. carefully sile
2468,dark floral sienna steel grey,"Manufacturer#5","Brand#53",ECONOMY ANODIZED NICKEL,29,LG BOX,1370.46,y pending 
2469,lavender aquamarine chiffon dark antique,"Manufacturer#1","Brand#11",LARGE BURNISHED TIN,17,SM DRUM,1371.46,pecial accounts i
2470,aquamarine azure seashell lace lime,"Manufacturer#4","Brand#45",PROMO BRUSHED COPPER,6,SM CASE,1372.47,ithely silent excu
2471,green peru hot dodger pink,"Manufacturer#4","Brand#43",LARGE PLATED TIN,36,JUMBO BOX,1373.47, the ideas. silen
2472,lavender smoke azure ghost violet,"Manufacturer#5","Brand#54",ECONOMY ANODIZED STEEL,19,LG BAG,1374.47,eposits cajole car
2473,dim dodger almond midnight metallic,"Manufacturer#1","Brand#14",STANDARD BURNISHED BRASS,48,WRAP DRUM,1375.47,ts. unusua
2474,chartreuse aquamarine violet sienna snow,"Manufacturer#4","Brand#44",MEDIUM BURNISHED COPPER,4,WRAP PKG,1376.47,wake slyly ruthlessly
2475,ghost peru ivory lawn blush,"Manufacturer#1","Brand#13",SMALL BURNISHED COPPER,33,LG PKG,1377.47,cuses sleep atop the
2476,medium dodger forest papaya peach,"Manufacturer#3","Brand#33",LARGE BURNISHED COPPER,11,MED PACK,1378.47,furiously expr
2477,frosted medium powder blush lemon,"Manufacturer#3","Brand#32",PROMO BURNISHED BRASS,29,LG CAN,1379.47,lar theodolit
2478,cyan cornsilk dodger dark cornflower,"Manufacturer#1","Brand#11",STANDARD POLISHED COPPER,6,MED BOX,1380.47,arefully carefully i
2479,cream forest gainsboro blue sky,"Manufacturer#3","Brand#32",ECONOMY PLATED STEEL,44,WRAP CAN,1381.47,ross the carefu
2480,drab tan snow burnished bisque,"Manufacturer#2","Brand#22",PROMO ANODIZED NICKEL,41,LG PACK,1382.48,ideas a
2481,olive chocolate seashell goldenrod yellow,"Manufacturer#2","Brand#21",SMALL PLATED STEEL,45,SM CAN,1383.48,lithely regula
2482,powder turquoise olive navajo peru,"Manufacturer#2","Brand#22",ECONOMY BRUSHED NICKEL,40,JUMBO PACK,1384.48,le abov
2483,floral chiffon cyan cream magenta,"Manufacturer#4","Brand#42",MEDIUM PLATED STEEL,3,MED JAR,1385.48,g packages
2484,seashell dim light navajo blush,"Manufacturer#4","Brand#42",STANDARD ANODIZED BRASS,13,JUMBO JAR,1386.48,ual instr
2485,maroon olive chiffon chocolate pink,"Manufacturer#5","Brand#54",MEDIUM BRUSHED STEEL,9,SM DRUM,1387.48,arefully fi
2486,blanched deep grey puff seashell,"Manufacturer#4","Brand#41",STANDARD PLATED TIN,30,WRAP CASE,1388.48,slyly pending p
2487,cream orchid green lace bisque,"Manufacturer#1","Brand#12",ECONOMY PLATED TIN,36,SM PKG,1389.48,sts run according to
2488,snow brown peach navy maroon,"Manufacturer#5","Brand#51",ECONOMY BRUSHED TIN,36,SM BAG,1390.48,the always ironic
2489,smoke khaki cornflower rosy rose,"Manufacturer#3","Brand#32",LARGE POLISHED BRASS,50,LG CAN,1391.48, final pi
2490,gainsboro drab lace plum magenta,"Manufacturer#3","Brand#35",SMALL POLISHED STEEL,15,WRAP BOX,1392.49, express d
2491,azure aquamarine dark mint lawn,"Manufacturer#2","Brand#24",SMALL POLISHED STEEL,29,MED CASE,1393.49,nwind carefu
2492,ghost royal magenta yellow blanched,"Manufacturer#4","Brand#42",PROMO ANODIZED NICKEL,4,WRAP CAN,1394.49,uickly. fluffily fi
2493,bisque medium salmon deep chocolate,"Manufacturer#3","Brand#35",SMALL BURNISHED STEEL,29,LG DRUM,1395.49,ar pearls. furiousl
2494,lawn deep ghost tan rosy,"Manufacturer#4","Brand#45",LARGE BURNISHED COPPER,25,MED BOX,1396.49,sleep carefully at the
2495,metallic bisque burnished beige moccasin,"Manufacturer#2","Brand#22",MEDIUM PLATED COPPER,7,SM PACK,1397.49,ly acco
2496,navajo drab olive hot sky,"Manufacturer#3","Brand#32",STANDARD BRUSHED STEEL,8,JUMBO JAR,1398.49,ickly! blithe
2497,smoke rosy orchid light spring,"Manufacturer#5","Brand#53",SMALL BRUSHED STEEL,46,SM DRUM,1399.49,o beans are according
2498,light mint lace linen tomato,"Manufacturer#4","Brand#42",STANDARD BRUSHED NICKEL,8,SM PACK,1400.49,ooze furious
2499,wheat dodger slate dim chartreuse,"Manufacturer#4","Brand#41",LARGE ANODIZED STEEL,3,JUMBO CASE,1401.49,usly ironic requ
2500,wheat rose grey khaki floral,"Manufacturer#2","Brand#25",STANDARD PLATED TIN,43,JUMBO BAG,1402.50, fluffily silen
2501,cream wheat burlywood spring ivory,"Manufacturer#4","Brand#45",PROMO BRUSHED STEEL,45,SM PKG,1403.50,"s; ironic, idle re"
2502,plum powder steel smoke lemon,"Manufacturer#1","Brand#15",PROMO POLISHED COPPER,28,SM DRUM,1404.50, quietly regu
2503,saddle steel aquamarine antique orchid,"Manufacturer#4","Brand#44",ECONOMY POLISHED BRASS,6,SM CASE,1405.50,hely careful
2504,lace magenta royal blanched orchid,"Manufacturer#3","Brand#31",LARGE BURNISHED BRASS,18,MED JAR,1406.50,ns. instructions lo
2505,steel indian misty cyan navy,"Manufacturer#5","Brand#53",MEDIUM BRUSHED TIN,37,LG BOX,1407.50,ld excuses. 
2506,plum chartreuse lemon ghost dim,"Manufacturer#2","Brand#24",PROMO ANODIZED BRASS,24,WRAP PACK,1408.50,ly pending pi
2507,spring misty smoke moccasin navajo,"Manufacturer#1","Brand#13",SMALL POLISHED BRASS,34,MED DRUM,1409.50,auternes ar
2508,light pale antique wheat lace,"Manufacturer#1","Brand#13",ECONOMY BRUSHED TIN,44,SM CASE,1410.50,ously final ideas hang
2509,powder wheat plum peach deep,"Manufacturer#3","Brand#31",ECONOMY PLATED STEEL,17,JUMBO BAG,1411.50,luffil
2510,white rosy drab firebrick spring,"Manufacturer#4","Brand#42",PROMO PLATED TIN,38,WRAP CAN,1412.51,ly again
2511,dodger gainsboro light spring papaya,"Manufacturer#1","Brand#12",STANDARD POLISHED COPPER,28,WRAP JAR,1413.51,ideas nag along th
2512,snow cream grey ivory cyan,"Manufacturer#4","Brand#44",ECONOMY BURNISHED BRASS,27,JUMBO BOX,1414.51,ggle alo
2513,frosted drab almond purple brown,"Manufacturer#4","Brand#43",MEDIUM ANODIZED NICKEL,30,LG PKG,1415.51,sts. slyly busy asym
2514,royal moccasin chartreuse burlywood purple,"Manufacturer#1","Brand#12",PROMO POLISHED BRASS,50,JUMBO JAR,1416.51,nic deposits 
2515,cornflower mint lemon sienna burlywood,"Manufacturer#4","Brand#43",SMALL PLATED BRASS,13,WRAP PACK,1417.51,fully pending 
2516,lace khaki burlywood bisque goldenrod,"Manufacturer#4","Brand#43",SMALL BRUSHED COPPER,12,SM CASE,1418.51,quickly final pac
2517,goldenrod orange seashell saddle tan,"Manufacturer#3","Brand#35",ECONOMY BURNISHED STEEL,34,SM CAN,1419.51,hely un
2518,gainsboro lace magenta purple drab,"Manufacturer#5","Brand#54",ECONOMY ANODIZED COPPER,8,SM PKG,1420.51,s sleep furiously bra
2519,powder misty medium indian thistle,"Manufacturer#4","Brand#44",MEDIUM ANODIZED STEEL,24,SM DRUM,1421.51,refully 
2520,aquamarine tan salmon metallic grey,"Manufacturer#3","Brand#32",LARGE ANODIZED TIN,22,LG PKG,1422.52,he evenly fin
2521,black burnished thistle dim peach,"Manufacturer#4","Brand#41",ECONOMY POLISHED NICKEL,14,WRAP CAN,1423.52,blithely special dino
2522,peru light white black plum,"Manufacturer#1","Brand#14",MEDIUM POLISHED COPPER,40,SM DRUM,1424.52,ngside of the
2523,bisque coral blue green chartreuse,"Manufacturer#2","Brand#24",LARGE PLATED STEEL,46,MED BAG,1425.52,ublate above the sl
2524,khaki snow antique chiffon navajo,"Manufacturer#3","Brand#35",ECONOMY BURNISHED COPPER,21,LG PKG,1426.52,the slyl
2525,orchid blush firebrick gainsboro saddle,"Manufacturer#5","Brand#54",SMALL BURNISHED STEEL,44,LG CAN,1427.52, express
2526,firebrick navy plum medium red,"Manufacturer#3","Brand#35",PROMO ANODIZED BRASS,17,SM DRUM,1428.52,the furiously special
2527,ivory peru blanched steel light,"Manufacturer#1","Brand#11",MEDIUM PLATED STEEL,16,JUMBO PKG,1429.52,carefully
2528,rose azure turquoise maroon green,"Manufacturer#2","Brand#25",PROMO BRUSHED STEEL,12,LG BAG,1430.52,heodolites acc
2529,almond honeydew light peach cream,"Manufacturer#2","Brand#25",STANDARD BRUSHED COPPER,24,SM CAN,1431.52,xes nag fu
2530,khaki thistle burlywood cornflower cornsilk,"Manufacturer#5","Brand#54",LARGE ANODIZED STEEL,33,MED PKG,1432.53,"ic, ironic the"
2531,ivory sky pink firebrick thistle,"Manufacturer#3","Brand#32",LARGE BRUSHED BRASS,39,SM BOX,1433.53,s could i
2532,floral dark burnished light tomato,"Manufacturer#1","Brand#15",PROMO BRUSHED COPPER,27,SM BAG,1434.53,refully 
2533,seashell orchid green ghost lavender,"Manufacturer#3","Brand#34",LARGE PLATED COPPER,42,SM CASE,1435.53,tes d
2534,almond magenta saddle light lemon,"Manufacturer#5","Brand#55",LARGE BURNISHED BRASS,38,SM JAR,1436.53,ly. furious
2535,chiffon ghost mint wheat metallic,"Manufacturer#1","Brand#13",ECONOMY BRUSHED TIN,2,SM CAN,1437.53, fluffily
2536,cream drab salmon forest lawn,"Manufacturer#3","Brand#32",ECONOMY BRUSHED STEEL,2,JUMBO BOX,1438.53, the blith
2537,cream rose dim orchid ivory,"Manufacturer#4","Brand#45",PROMO POLISHED COPPER,20,SM DRUM,1439.53, special 
2538,snow papaya ivory deep slate,"Manufacturer#2","Brand#22",MEDIUM POLISHED NICKEL,23,MED PKG,1440.53,he car
2539,seashell thistle brown smoke sandy,"Manufacturer#3","Brand#35",LARGE PLATED NICKEL,26,MED CAN,1441.53,uickly iro
2540,antique sandy cornsilk steel thistle,"Manufacturer#2","Brand#22",LARGE BRUSHED STEEL,40,MED BAG,1442.54,"s. regular, pending "
2541,sandy floral turquoise misty burlywood,"Manufacturer#2","Brand#22",LARGE ANODIZED BRASS,16,SM BOX,1443.54,ending depo
2542,pale lavender lawn metallic purple,"Manufacturer#5","Brand#52",ECONOMY BRUSHED BRASS,10,JUMBO JAR,1444.54,ke! final attainments
2543,hot rosy midnight mint dodger,"Manufacturer#2","Brand#21",SMALL BRUSHED TIN,11,SM BAG,1445.54,", fluffy accounts hag"
2544,deep ivory white salmon yellow,"Manufacturer#3","Brand#31",STANDARD BRUSHED BRASS,27,LG CASE,1446.54,e slyly unusual pack
2545,olive saddle thistle maroon goldenrod,"Manufacturer#4","Brand#41",LARGE POLISHED TIN,7,JUMBO BOX,1447.54,t fluffily silen
2546,yellow papaya chocolate rosy coral,"Manufacturer#1","Brand#15",ECONOMY BURNISHED NICKEL,12,LG BAG,1448.54,sleep sl
2547,steel maroon rose spring salmon,"Manufacturer#2","Brand#23",PROMO BRUSHED NICKEL,29,WRAP BOX,1449.54,quiet requests; r
2548,medium navajo saddle yellow wheat,"Manufacturer#5","Brand#52",ECONOMY PLATED BRASS,7,LG CAN,1450.54,into b
