O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
68000,2875,O,180284.95,1996-04-20,1-URGENT,"Clerk#000000049",0, escapades wake furiously about 
68001,2605,O,4723.36,1996-11-04,2-HIGH,"Clerk#000000364",0,"y. even, silent theodolites haggle: blithely reg"
68002,2635,O,154237.17,1998-06-20,2-HIGH,"Clerk#000000758",0,requests affix furi
68003,488,F,351872.61,1992-06-09,3-MEDIUM,"Clerk#000000949",0,"t the quickly bold ideas. regular, fin"
68004,2839,F,123774.57,1993-01-26,2-HIGH,"Clerk#000000341",0," the packages. even, silent accounts must have to haggl"
68005,2482,O,62901.52,1996-05-28,5-LOW,"Clerk#000000211",0,"across the regular, ironic requests. platelets poach. ironic, regula"
68006,754,F,207552.72,1994-08-18,5-LOW,"Clerk#000000591",0,oxes. bold requests for the slyly even packages will doze blithely bold 
68007,1748,F,74263.26,1992-06-21,2-HIGH,"Clerk#000000340",0,s platelets against the furiously silent packages wake f
68032,1837,O,84515.28,1997-05-14,5-LOW,"Clerk#000000935",0,hogs. slyly silent packages doubt regular asymptotes. furiously regular pac
68033,2917,F,79168.38,1993-05-08,4-NOT SPECIFIED,"Clerk#000000035",0,nstructions. ironic deposits around the sl
68034,2039,F,123025.18,1994-08-02,4-NOT SPECIFIED,"Clerk#000000120",0,ld instructions. quic
68035,97,O,190939.31,1998-04-09,3-MEDIUM,"Clerk#000000922",0,uriously final deposits affix furiously blithely unusual orbits
68036,425,F,12455.73,1992-02-14,4-NOT SPECIFIED,"Clerk#000000938",0,ts are carefully fluffily express packages. slyly regular deposits into the s
68037,2575,F,90683.30,1992-12-24,1-URGENT,"Clerk#000000185",0,eep! even ideas kindle carefully. packages along the reques
68038,718,O,166702.05,1996-09-26,1-URGENT,"Clerk#000000601",0,ven instructions. carefully p
68039,929,F,392053.50,1993-03-15,1-URGENT,"Clerk#000000117",0,hely. blithely final pinto be
68064,1484,F,60467.22,1993-01-28,3-MEDIUM,"Clerk#000000955",0,aggle evenly quickly idle packages. slyly stealthy account
68065,1285,F,123213.79,1993-09-24,2-HIGH,"Clerk#000000065",0,ly across the even instructions. slyly ev
68066,2978,F,76616.95,1993-12-28,3-MEDIUM,"Clerk#000000658",0,onic dependencies. final requests 
68067,92,O,167039.04,1996-12-18,3-MEDIUM,"Clerk#000000104",0,lyly after the fluffily unusual accounts. carefully iron
68068,2321,P,47598.31,1995-05-31,2-HIGH,"Clerk#000000654",0,urts nag daringly around the blithely regular platelets. even depo
68069,881,P,356013.46,1995-03-27,2-HIGH,"Clerk#000000437",0,ily ironic deposits haggle blithely above the fluffily pending pinto beans. c
68070,1181,O,253626.30,1997-03-09,2-HIGH,"Clerk#000000012",0,"tructions. even, ironic deposi"
68071,58,F,125587.82,1994-01-22,5-LOW,"Clerk#000000907",0,oggedly final accounts across the quickly even theodolites x-
68096,1819,F,171226.90,1992-06-04,5-LOW,"Clerk#000000538",0,sual asymptotes are quickly final the
68097,2155,O,130105.72,1998-04-01,4-NOT SPECIFIED,"Clerk#000000367",0,nic pains boost quickly above the blith
68098,277,F,147198.87,1994-07-03,2-HIGH,"Clerk#000000092",0,ffily regular accounts w
68099,2956,F,177754.52,1993-10-22,1-URGENT,"Clerk#000000959",0,"ial, even deposits affix according to the ironic instruct"
68100,1081,O,91599.96,1998-03-22,1-URGENT,"Clerk#000000599",0,c platelets shall engage blithely furiously regular ideas. fu
68101,2150,F,166473.70,1993-07-10,2-HIGH,"Clerk#000000929",0,"long the final, special sentiments wa"
68102,1418,F,33929.28,1993-02-16,5-LOW,"Clerk#000000783",0, furiously final gifts. foxes sleep
68103,877,F,49970.51,1994-09-28,3-MEDIUM,"Clerk#000000824",0,"en, special pinto beans. regular deposit"
68128,2200,F,276200.14,1994-02-04,2-HIGH,"Clerk#000000598",0,ts sleep slyly along the special platelets. 
68129,847,O,90770.11,1997-07-31,3-MEDIUM,"Clerk#000000154",0,hs haggle furiously blithely pending ideas: evenl
68130,2557,O,32095.87,1995-08-18,4-NOT SPECIFIED,"Clerk#000000024",0,"ronic requests. silent, regular foxes kindl"
68131,2093,F,193409.08,1992-03-17,4-NOT SPECIFIED,"Clerk#000000332",0,nal ideas haggle furiously exc
68132,562,O,275932.06,1996-06-26,2-HIGH,"Clerk#000000008",0, slyly even ideas cajole slyly regular tithes. quickly express in
68133,2275,F,225292.47,1993-11-29,1-URGENT,"Clerk#000000356",0,ously. pinto beans use a
68134,2980,F,93865.93,1995-01-04,3-MEDIUM,"Clerk#000000931",0,ly ironic requests are. grouches use slyl
68135,2713,F,139852.80,1994-08-03,5-LOW,"Clerk#000000539",0,tructions. accounts cajole blithely-- carefully regul
68160,283,P,196833.73,1995-05-09,1-URGENT,"Clerk#000000847",0,s boost blithely-- bold req
68161,1663,O,155211.87,1998-05-11,2-HIGH,"Clerk#000000709",0,are quickly deposits. fluffily ironic theodolites poach carefully. b
68162,1697,O,182344.55,1995-12-26,4-NOT SPECIFIED,"Clerk#000000460",0, sleep carefully fluffy deposits. quickly even esca
68163,1903,O,269735.66,1996-12-11,4-NOT SPECIFIED,"Clerk#000000054",0,t foxes. furiously even asymptotes
68164,485,O,54043.30,1995-06-06,4-NOT SPECIFIED,"Clerk#000000308",0,o beans haggle blithely quickly ironic excuses.
68165,1261,F,177663.76,1994-06-16,2-HIGH,"Clerk#000000605",0, carefully regular packages cajole around the regular inst
68166,2968,F,135234.38,1995-01-09,2-HIGH,"Clerk#000000042",0,iously ironic accounts. busily unusual packages pr
68167,2585,F,200819.88,1992-09-11,1-URGENT,"Clerk#000000266",0,"uffily silent packages. accounts alongside of the final, bold excuses nag"
68192,2311,O,121576.15,1995-07-10,1-URGENT,"Clerk#000000737",0, ironic pearls. foxes mold fluffily
68193,2176,F,171387.38,1994-11-07,1-URGENT,"Clerk#000000669",0,y. slyly regular platelets above the even deposits slee
68194,1030,F,181913.89,1992-05-01,2-HIGH,"Clerk#000000242",0,lly pending request
68195,2396,F,103330.99,1993-08-26,3-MEDIUM,"Clerk#000000627",0,ithely regular dependencies nag furiously amo
68196,2683,O,29533.52,1998-07-16,5-LOW,"Clerk#000000758",0,le slyly along the ironic 
68197,2756,O,329763.23,1996-10-01,1-URGENT,"Clerk#000000737",0,ong the blithely silent foxes sleep ironic accoun
68198,2008,F,252543.93,1992-05-03,1-URGENT,"Clerk#000000269",0,ke quickly slyly ironic accounts. blithely regular p
68199,850,F,219130.27,1994-11-08,5-LOW,"Clerk#000000261",0,r the quickly unusual dolphins sleep slyly across the bold deposits. 
68224,1889,O,301653.68,1996-07-14,5-LOW,"Clerk#000000304",0,ly ironic packages. ideas sleep above the carefully final account
68225,2711,O,130273.19,1995-11-12,1-URGENT,"Clerk#000000137",0,final packages. regular dependencies sleep boldly. dogged packages
68226,2074,F,73115.07,1993-12-17,2-HIGH,"Clerk#000000456",0,as detect quietly. slyly unusual gifts sleep quick
68227,1870,O,213400.55,1996-05-10,1-URGENT,"Clerk#000000010",0,carefully after the blithely unusual requests.
68228,2683,O,57127.97,1995-06-09,5-LOW,"Clerk#000000814",0,"rding to the unusual, ironi"
68229,2974,F,44525.34,1993-01-06,1-URGENT,"Clerk#000000882",0,unts according to the fluffily regular ideas sleep blithely after the slyly s
68230,1717,O,49701.13,1995-04-23,5-LOW,"Clerk#000000502",0,"uriously even instructions lose. final, final packages lose. b"
68231,2425,O,5391.19,1997-06-02,4-NOT SPECIFIED,"Clerk#000000350",0,ly after the slyly unusual excuses. requests to the 
68256,143,O,17104.51,1998-06-29,3-MEDIUM,"Clerk#000000445",0,nt requests. furiously special requests haggle arou
68257,1558,O,131657.20,1996-05-25,4-NOT SPECIFIED,"Clerk#000000482",0,"usual asymptotes. quickly regular requests through the ironic, regul"
68258,740,F,133854.70,1992-07-12,5-LOW,"Clerk#000000589",0,ar asymptotes. quickly regular pa
68259,2650,F,338109.89,1994-06-05,1-URGENT,"Clerk#000000900",0, slyly silent theodolites wake blithely blithely enticing acc
68260,313,F,17755.03,1992-11-27,4-NOT SPECIFIED,"Clerk#000000149",0,ly final depths believe carefully slyly unusual foxes. 
68261,139,O,129822.77,1997-05-24,3-MEDIUM,"Clerk#000000738",0,odolites sleep blithely. blithely pending
68262,1198,F,59221.07,1993-06-08,3-MEDIUM,"Clerk#000000032",0,ounts dazzle carefully quickly even theodolites. enti
68263,587,F,242504.47,1992-06-01,3-MEDIUM,"Clerk#000000684",0,"the slyly ironic attainments. even, pending i"
68288,2182,O,30704.88,1998-04-22,1-URGENT,"Clerk#000000793",0,hogs. slyly regular dependencies beyond the permanen
68289,2869,O,168153.69,1997-04-15,1-URGENT,"Clerk#000000679",0,uses use blithely after the even accounts. even cour
68290,1459,F,232497.40,1994-01-10,3-MEDIUM,"Clerk#000000779",0,. instructions haggle across the bold instructions. furiously even war
68291,2200,F,95592.97,1992-11-06,1-URGENT,"Clerk#000000178",0,"ke. bold, ironic frays cajole furiously along the blithely regular account"
68292,484,O,221230.54,1995-09-23,3-MEDIUM,"Clerk#000000732",0,ending tithes. ironic packages impress 
68293,1546,F,91307.29,1993-12-18,5-LOW,"Clerk#000000991",0,play blithely ironic request
68294,515,F,115435.87,1994-05-04,3-MEDIUM,"Clerk#000000423",0,es wake slyly express foxes. blithely bold theodolites haggle after the eve
68295,2474,F,145721.59,1992-04-27,2-HIGH,"Clerk#000000771",0,ironic platelets wake. even requests wake above the fluffily
68320,2966,O,3486.63,1997-02-23,2-HIGH,"Clerk#000000246",0,lly silent dependencies try to cajole regular deposits. qu
68321,859,O,180332.61,1996-10-27,1-URGENT,"Clerk#000000133",0,pendencies. furiously bold packages affix blithely. furiously even accounts
68322,1819,O,224899.32,1995-10-08,2-HIGH,"Clerk#000000930",0,s detect furiously after the slyly regular frets. carefully pending
68323,1769,F,21748.74,1992-07-10,2-HIGH,"Clerk#000000772",0,equests about the fluffily even foxes integrate blithely blith
68324,1102,O,113274.07,1998-02-23,1-URGENT,"Clerk#000000877",0,hely regular accounts. carefully fina
68325,1756,F,1505.20,1993-04-25,1-URGENT,"Clerk#000000742",0,foxes boost slyly. slyly bold accounts was furiously silent
68326,1915,P,170639.76,1995-05-11,5-LOW,"Clerk#000000528",0,"ess requests haggle final deposits; regular, pending requests cajole carefu"
68327,232,F,18516.50,1994-06-16,1-URGENT,"Clerk#000000380",0, final foxes sleep after the bold pack
68352,737,F,36326.03,1992-09-06,1-URGENT,"Clerk#000000430",0,usly silent pinto beans. slyly pe
68353,2335,F,84475.90,1994-03-07,4-NOT SPECIFIED,"Clerk#000000575",0,ainst the daringly bold instructions cajole blithely fina
68354,667,F,3677.10,1994-05-08,2-HIGH,"Clerk#000000375",0,eans boost fluffily furiously even accounts. furiously special
68355,1445,F,84969.89,1992-02-11,5-LOW,"Clerk#000000192",0,ns print against the furiously pendi
68356,1984,F,122837.58,1993-10-08,3-MEDIUM,"Clerk#000000442",0,usual excuses. foxes wake quickly ruthless asymptotes. platelets 
68357,503,F,155584.86,1994-03-08,2-HIGH,"Clerk#000000590",0, the enticing courts. quickly 
68358,424,F,56963.80,1992-11-06,3-MEDIUM,"Clerk#000000953",0,egular accounts believe blithely across the furiously p
68359,329,F,191067.49,1992-06-04,2-HIGH,"Clerk#000000449",0,"sual foxes cajole across the furiously special pinto beans. regular, p"
68384,2455,F,119735.18,1994-12-08,1-URGENT,"Clerk#000000430",0,blithely ironic foxes sleep instructions. 
68385,2221,O,187637.58,1997-11-12,1-URGENT,"Clerk#000000464",0, special platelets. blithely quiet instructions wake abo
68386,1009,P,207024.04,1995-04-04,2-HIGH,"Clerk#000000327",0,s believe slyly express attainments. excuses haggle slyly. regular foxes agai
68387,1627,O,130348.13,1997-11-19,5-LOW,"Clerk#000000284",0,ly silent ideas. thin instructions according to the express requests sleep
68388,1183,O,299220.33,1996-01-30,4-NOT SPECIFIED,"Clerk#000000631",0,e. packages sleep agains
68389,922,O,37530.40,1998-05-10,1-URGENT,"Clerk#000000828",0,es. pending requests after the furiously express pinto beans boost carefully
68390,2744,F,219049.58,1993-09-23,5-LOW,"Clerk#000000287",0,ecial courts above the pending 
68391,1726,O,26926.13,1998-04-17,5-LOW,"Clerk#000000346",0,ackages use furiously according to the slyly 
68416,2716,O,172915.65,1995-10-17,1-URGENT,"Clerk#000000261",0,refully even courts serv
68417,1324,F,84581.25,1992-09-13,3-MEDIUM,"Clerk#000000050",0,ecial accounts. quickly final deposits after the regularly ironic 
68418,395,O,197044.61,1995-07-23,2-HIGH,"Clerk#000000255",0,stealthily unusual deposits according 
68419,1381,F,110514.73,1993-02-12,4-NOT SPECIFIED,"Clerk#000000174",0,"kages. express, regu"
68420,1453,F,248844.50,1993-08-02,2-HIGH,"Clerk#000000853",0,efully bold requests sleep slyly above the slyly furious dep
68421,1346,O,123104.85,1996-09-05,4-NOT SPECIFIED,"Clerk#000000617",0,furiously. bold pinto beans hinder. regular accounts wake quickly above 
68422,1798,O,192247.61,1997-05-23,3-MEDIUM,"Clerk#000000065",0,"egular, regular requests boost permanently-"
68423,2131,O,194322.99,1998-03-07,1-URGENT,"Clerk#000000554",0,furiously carefully express requests! quickly even i
68448,506,F,244392.83,1994-06-09,2-HIGH,"Clerk#000000304",0,bove the carefully ironic deposits. carefully quick deposits 
68449,1225,F,140826.32,1992-11-08,5-LOW,"Clerk#000000256",0,ests mold against t
68450,2839,O,113718.70,1997-08-26,1-URGENT,"Clerk#000000460",0, sleep fluffily. slyly even ac
68451,2758,F,161520.10,1992-11-20,3-MEDIUM,"Clerk#000000595",0,hely; unusual foxes integrate blithely ir
68452,1642,F,177103.67,1992-09-07,5-LOW,"Clerk#000000057",0,s above the blithely bold accounts sl
68453,1876,F,187645.01,1994-02-22,3-MEDIUM,"Clerk#000000753",0,cial requests believe blithely across the carefully pending courts. pending f
68454,682,F,223897.26,1993-04-17,2-HIGH,"Clerk#000000462",0,refully final deposits. 
68455,1378,O,178155.88,1995-08-25,4-NOT SPECIFIED,"Clerk#000000296",0,ironic dolphins int
68480,1069,O,22069.08,1997-08-08,4-NOT SPECIFIED,"Clerk#000000722",0,ial pinto beans cajole f
68481,2764,O,48287.85,1996-11-25,2-HIGH,"Clerk#000000481",0,platelets. furiously final idea
68482,1462,O,128257.44,1998-02-24,5-LOW,"Clerk#000000692",0, of the carefully final packages. fluffily unusual p
68483,2513,O,81671.67,1995-11-12,2-HIGH,"Clerk#000000628",0,en accounts. furiously bold requests integrate across the warhorses. f
68484,1390,O,97195.62,1998-05-10,1-URGENT,"Clerk#000000324",0,the regular theodolites. qu
68485,1565,O,141681.89,1997-11-15,5-LOW,"Clerk#000000674",0,refully special waters 
68486,1453,O,10696.84,1997-01-17,2-HIGH,"Clerk#000000353",0,ns. bold courts wake: busily final escapades are furiously. furiously regular
68487,1804,O,100464.51,1996-11-25,1-URGENT,"Clerk#000000390",0,y quickly express requests. careful
68512,1798,F,67979.26,1993-03-02,2-HIGH,"Clerk#000000480",0,ged requests. express instructions are fluffily furiously 
68513,2417,P,221275.85,1995-04-19,5-LOW,"Clerk#000000080",0,ke carefully fluffily unusual dependencies. fluffily silent instructions hinde
68514,887,F,165240.99,1994-12-30,1-URGENT,"Clerk#000000058",0,s wake. fluffily bold requests nag blithely f
68515,1643,P,169462.49,1995-04-12,5-LOW,"Clerk#000000282",0,s ideas sleep quickly against the quickly ironic 
68516,8,O,140621.24,1996-12-19,4-NOT SPECIFIED,"Clerk#000000188",0,o the blithely express requests sleep quickly agai
68517,1816,F,199768.53,1992-07-26,1-URGENT,"Clerk#000000924",0,ly express accounts haggle furiously carefully even request
68518,94,F,68000.48,1992-11-27,5-LOW,"Clerk#000000850",0,ily after the even accounts. blithe
68519,196,O,96521.77,1997-09-17,1-URGENT,"Clerk#000000082",0,"usly upon the regular foxes. final, ironic ideas na"
68544,700,O,122849.03,1996-01-18,1-URGENT,"Clerk#000000169",0, among the ironic platelets use carefully am
68545,1867,F,182261.40,1994-07-15,3-MEDIUM,"Clerk#000000384",0,among the carefully pending accounts nag carefully 
68546,1181,O,190149.73,1997-06-08,4-NOT SPECIFIED,"Clerk#000000374",0, deposits. blithely even ideas about t
68547,2608,F,310975.12,1994-07-10,4-NOT SPECIFIED,"Clerk#000000084",0,", special deposits cajole careful"
68548,1603,F,265413.02,1994-10-05,1-URGENT,"Clerk#000000229",0,ically. furiously reg
68549,250,O,140964.20,1995-07-01,5-LOW,"Clerk#000000253",0,lly even asymptotes. fluffily ironic instructions
68550,1078,F,125344.84,1995-01-05,1-URGENT,"Clerk#000000348",0,riously final packages! furiously bold asymptotes detect carefully acros
68551,2275,O,56549.12,1995-06-28,3-MEDIUM,"Clerk#000000459",0, haggle quickly unusual pack
68576,2906,O,46473.05,1995-03-24,3-MEDIUM,"Clerk#000000615",0,ickly. regular asymptotes cajole furiously. pending packages 
68577,616,F,267288.67,1994-01-28,5-LOW,"Clerk#000000200",0,"y regular pinto beans sleep after the theodolites. ironic,"
68578,385,O,136716.39,1998-06-02,5-LOW,"Clerk#000000315",0,nding accounts hagg
68579,1,O,214665.24,1997-03-19,2-HIGH,"Clerk#000000701",0, ironic pinto beans caj
68580,2813,O,62745.90,1995-06-28,1-URGENT,"Clerk#000000293",0,ironic requests. quickly pending deposits among the quickly ir
68581,971,F,185891.58,1992-10-20,1-URGENT,"Clerk#000000507",0,its maintain against th
68582,1322,F,126077.15,1994-09-21,2-HIGH,"Clerk#000000021",0,ilent requests would haggle courts; excuses sleep b
68583,1195,F,50013.36,1993-08-03,1-URGENT,"Clerk#000000881",0,pades. final foxes cajole above the
68608,415,O,75936.09,1996-03-10,5-LOW,"Clerk#000000344",0,"deposits against the slyly even requests nag special deposits. final, ironic"
68609,748,F,282292.41,1993-04-11,4-NOT SPECIFIED,"Clerk#000000397",0,ironic deposits haggle fluffily around the blithely
68610,2125,F,221765.19,1992-10-10,4-NOT SPECIFIED,"Clerk#000000781",0,riously bold pinto beans. pending ideas cajole slyly after the sl
68611,1897,F,59211.36,1993-08-28,3-MEDIUM,"Clerk#000000853",0," slyly regular excuses. pending, pending pinto"
68612,2906,F,189107.57,1992-04-30,5-LOW,"Clerk#000000789",0,ts boost blithely regular packages. regu
68613,494,F,172476.45,1994-05-29,2-HIGH,"Clerk#000000473",0,ously according to the instructions. car
68614,814,O,51747.88,1998-01-22,5-LOW,"Clerk#000000888",0,"ntegrate according to the busily unusual deposits. special, even re"
68615,1714,F,93445.83,1993-07-12,2-HIGH,"Clerk#000000030",0,gular dolphins haggle slyly according to the courts. 
68640,874,O,154168.82,1997-02-20,5-LOW,"Clerk#000000762",0,"ly, regular ideas. even, regular grouches use"
68641,797,O,108861.65,1996-05-18,3-MEDIUM,"Clerk#000000761",0,ly ironic instructions cajole carefully 
68642,2903,O,64698.43,1996-03-05,5-LOW,"Clerk#000000240",0,"r the special, ironic asymptotes. furiousl"
